,PSERM average,Library
721,-2.012820327,0
722,-2.101934091,0
723,-1.890640431,0
724,-2.305887468,0
725,-1.424738639,0
726,-1.347303942,0
727,-1.622050857,0
728,-1.853060636,0
729,-1.322549338,0
730,-2.790147383,0
731,-2.561705715,0
732,-1.98301856,0
733,-2.557517143,0
734,-2.108136785,0
735,-0.922258288,0
736,-1.37137738,0
737,-1.024217832,0
738,-2.67889418,0
739,-2.482263042,0
740,-1.074800816,0
741,-0.723360543,0
742,-2.864626454,0
743,-2.342006772,0
744,-2.088749104,0
745,-1.341239031,0
746,-2.458760466,0
747,-1.522872447,0
748,-2.388838965,0
749,-1.948544184,0
750,-2.240276707,0
751,-2.509672772,0
752,-1.912843275,0
753,-2.437580114,0
754,-1.819799025,0
755,-1.625910109,0
756,-1.468825474,0
757,-2.162293754,0
758,-2.387789054,0
759,-1.151309553,0
760,-1.021520617,0
761,-2.678273015,0
762,-1.914850755,0
763,-2.015322132,0
764,-2.088160499,0
765,-1.234555594,0
766,-2.166512435,0
767,-2.177643058,0
768,-1.316849794,0
769,-1.723096092,0
770,-2.385153269,0
771,-2.244364154,0
772,-1.623826404,0
773,-1.667544941,0
774,-2.381754953,0
775,-2.015196966,0
776,-2.043742689,0
777,-1.327968198,0
778,-1.484443896,0
779,-1.917850092,0
780,-2.28710633,0
781,-1.327300538,0
782,-1.635537526,0
783,-1.947673177,0
784,-1.277847877,0
785,-1.424332168,0
786,-1.109659698,0
787,-1.863059871,0
788,-1.579599973,0
789,-2.061436995,0
790,-2.357724427,0
791,-2.357552902,0
792,-1.96358891,0
793,-2.306681689,0
794,-2.294819638,0
795,-2.676191062,0
796,-1.559953535,0
797,-1.634842053,0
798,-2.374645535,0
799,-1.965779546,0
800,-1.588146547,0
801,-2.250933789,0
802,-1.754607394,0
803,-2.088773728,0
804,-1.690129879,0
805,-1.687169014,0
806,-2.116832994,0
807,-2.120726006,0
808,-1.471310907,0
809,-2.47367288,0
810,-1.839901247,0
811,-1.766299021,0
812,-1.586536901,0
813,-1.691516677,0
814,-1.678512408,0
815,-2.370176009,0
816,-1.71086361,0
817,-1.948443382,0
818,-2.596838146,0
819,-1.632732962,0
820,-0.724006059,0
821,-1.296755404,0
822,-1.465960955,0
823,-2.162797891,0
824,-1.60637378,0
825,-2.366956527,0
826,-1.865858056,0
827,-2.027233291,0
828,-1.888744929,0
829,-1.435523736,0
830,-1.395543359,0
831,-2.461335701,0
832,-1.907690175,0
833,-1.580671716,0
834,-2.325359501,0
835,-1.289446194,0
836,-1.653240842,0
837,-2.203024393,0
838,-1.838214421,0
839,-1.743922976,0
840,-1.720114633,0
841,-2.46083191,0
842,-1.971764575,0
843,-2.678643187,0
844,-2.622833398,0
845,-1.460570546,0
846,-2.015706853,0
847,-1.733188764,0
848,-1.569993203,0
849,-2.489289128,0
850,-2.170795191,0
851,-1.468298342,0
852,-1.564388946,0
853,-1.775765944,0
854,-1.961726254,0
855,-1.923139508,0
